date,item,quantity,unit_price,discount,cash,bank,sales,pay_type,month
3/20/2021,185/14C SUNFULL,2,14000,0,0,0,28000,Transfer,3
3/20/2021,195/14C SUNFULL,2,15500,0,0,0,31000,Transfer,3
3/22/2021,HLX PLUS TVS MOTORCYCLE,1,271000,0,271000,0,271000,Cash,3
3/22/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Cash,3
3/22/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Transfer,3
3/22/2021,195/15C SUNFULL,2,16800,0,0,0,33600,Transfer,3
3/22/2021,195/65/15 BOTO,2,13400,0,135000,16000,26800,Transfer,3
3/22/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Cash,3
3/22/2021,205/60/16 BOTO,2,16000,0,0,165000,32000,Cash,3
3/22/2021,195/15C SUNFULL,2,16800,0,0,0,33600,Cash,3
3/22/2021,205/60/16 BOTO,2,16000,0,75000,72200,32000,Cash,3
3/22/2021,195/15C SUNFULL,2,16800,0,0,0,33600,Cash,3
3/22/2021,215/60/16 BOTO,2,17000,0,120000,32200,34000,Cash,3
3/22/2021,205/65/15 BOTO,2,17300,0,0,0,34600,Transfer,3
3/22/2021,195/65/15 BOTO,2,13500,0,0,0,27000,Transfer,3
3/23/2021,BM-100 BOXER BAJAJ,1,270000,0,270000,0,270000,Cash,3
3/23/2021,HLX PLUS TVS MOTORCYCLE,1,272000,0,0,272000,272000,Transfer,3
3/23/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Cash,3
3/23/2021,195/60/15 BOTO,2,13200,0,0,0,26400,Transfer,3
3/23/2021,185/70/14 BOTO,3,13200,0,0,0,39600,Transfer,3
3/24/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Cash,3
3/24/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,3
3/24/2021,215/60/16 BOTO,2,17000,0,0,170000,34000,Cash,3
3/24/2021,225/60/17 JOYROAD,2,16500,0,0,0,33000,Credit Sales,3
3/24/2021,155/12C SUNFULL,2,10000,0,0,0,20000,Credit Sales,3
3/24/2021,195/14C SUNFULL,2,15500,0,0,137000,31000,Credit Sales,3
3/25/2021,HLX PLUS TVS MOTORCYCLE,1,272000,0,272000,0,272000,Cash,3
3/25/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,3
3/25/2021,195/15C SUNFULL,2,16800,0,0,0,33600,Credit Sales,3
3/25/2021,205/65/15 CACHLAND,2,17000,0,0,0,34000,Credit Sales,3
3/25/2021,205/65/15 BOTO,1,17800,0,53000,6000,17800,Credit Sales,3
3/25/2021,205/65/15 BOTO,2,17300,0,0,0,34600,Transfer,3
3/26/2021,110-19V JINCHENG LADIES,1,288000,0,0,0,288000,Credit Sales,3
3/26/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Cash,3
3/26/2021,BM-100 BOXER BAJAJ,1,268000,0,0,1340000,268000,Credit Sales,3
3/26/2021,255/55/19 BOTO,2,37000,0,0,148000,74000,Transfer,3
3/26/2021,205/65/15 BOTO,2,18000,0,72000,0,36000,Credit Sales,3
3/26/2021,195/65/15 CACHLAND,2,13000,0,0,0,26000,Others,3
3/26/2021,205/65/15 BOTO,2,17300,0,0,0,34600,Others,3
3/26/2021,195/15C SUNFULL,3,16800,0,0,0,50400,Others,3
3/26/2021,185/70/14 CACHLAND,2,12400,0,0,0,24800,Others,3
3/27/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Cash,3
3/27/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,274000,0,Cash,3
3/27/2021,205/65/15 CACHLAND,2,17000,0,102000,0,34000,Cash,3
3/27/2021,205/65/15 CACHLAND,2,17000,0,90000,46000,34000,Cash,3
3/29/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Credit Sales,3
3/29/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Transfer,3
3/29/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Cash,3
3/29/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Credit Sales,3
3/29/2021,205/65/15 CACHLAND,2,17000,0,0,0,34000,Cash,3
3/29/2021,195/15C SUNFULL,2,16800,0,0,304400,33600,Cash,3
3/29/2021,205/65/15 CACHLAND,0,17000,0,0,0,0,Transfer,3
3/29/2021,195/65/15 BOTO,0,13400,0,0,0,0,Transfer,3
3/29/2021,185/70/14 BOTO,0,13200,0,150000,39000,0,Transfer,3
3/29/2021,205/65/15 CACHLAND,1,17000,0,0,0,17000,Cash,3
3/29/2021,195/65/15 BOTO,2,13400,0,0,0,26800,Cash,3
3/29/2021,185/70/14 BOTO,2,13200,0,0,189000,26400,Cash,3
3/29/2021,205/65/15 BOTO,2,17300,0,0,0,34600,Credit Sales,3
3/29/2021,195/65/15 BOTO,2,13400,0,0,0,26800,Credit Sales,3
3/30/2021,BM-100 BOXER BAJAJ,1,275000,0,0,275000,275000,Transfer,3
3/30/2021,BM-100 BOXER BAJAJ,1,268000,0,0,0,268000,Credit Sales,3
3/30/2021,BM-100 BOXER BAJAJ,1,273000,0,0,4070000,273000,Others,3
3/30/2021,195/14C BOTO,2,16500,0,0,0,33000,Cash,3
3/30/2021,195/65/15 BOTO,0,13000,0,0,0,0,Cash,3
3/30/2021,185/70/14 BOTO,2,13200,0,50000,120800,26400,Cash,3
3/30/2021,195/65/15 CACHLAND,2,13000,0,0,0,26000,Transfer,3
3/31/2021,CAR110-80 CARGO WINNER,1,260000,0,0,0,260000,Credit Sales,3
3/31/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,3
3/31/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Transfer,3
3/31/2021,205/60/16 BOTO,2,16000,0,0,0,32000,Transfer,3
3/31/2021,205/65/15 CACHLAND,2,17000,0,0,0,34000,Cash,3
3/31/2021,205/60/16 CACHLAND,2,15500,0,40000,149000,31000,Others,3
1/4/2021,110-19 JINCHENG LADIES,1,288000,0,0,0,288000,Credit Sales,4
1/4/2021,185/70/14 CACHLAND,2,12400,0,0,124000,24800,Transfer,4
1/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Cash,4
1/4/2021,205/60/16 CACHLAND,2,15500,0,0,0,31000,Cash,4
1/4/2021,185/70/14 CACHLAND,2,12400,0,80000,73000,24800,Cash,4
1/4/2021,195/65/15 BOTO,2,13500,0,0,0,27000,Others,4
1/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Others,4
1/4/2021,205/60/16 CACHLAND,2,15500,0,0,0,31000,Cash,4
1/4/2021,185/70/14 CACHLAND,2,12400,0,0,0,24800,Cash,4
1/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Cash,4
1/4/2021,185/70/14 BOTO,3,13200,0,108000,59600,39600,Cash,4
2/4/2021,205/60/16 CACHLAND,2,15500,0,0,0,31000,Cheque,4
2/4/2021,205/65/15 CACHLAND,2,17000,0,0,325000,34000,Cheque,4
2/4/2021,185/70/14 CACHLAND,2,12500,0,0,25000,25000,Transfer,4
2/4/2021,275/45/21 ATURO,0,80000,0,0,0,0,Credit Sales,4
3/4/2021,BM-100 BOXER BAJAJ,1,268000,0,0,0,268000,Others,4
3/4/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Others,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,20000,800000,820000,Transfer,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,220000,600000,820000,Cash,4
5/4/2021,RE-4S BAJAJ TRICYCLE,1,780000,0,780000,0,780000,Transfer,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,481000,340000,820000,Cash,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,10000,810000,820000,Transfer,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,820000,820000,Credit Sales,4
5/4/2021,TVS KING TVS TRICYCLE,1,820000,0,820000,0,820000,Cash,4
5/4/2021,RE-4S BAJAJ TRICYCLE,1,783000,0,783000,0,783000,Cash,4
5/4/2021,RE-4S BAJAJ TRICYCLE,1,783000,0,783000,0,783000,Cash,4
5/4/2021,RE-250 BAJAJ TRICYCLE,1,790000,0,790000,0,790000,Transfer,4
5/4/2021,BM-100 BOXER BAJAJ,1,274000,0,274000,0,274000,Cash,4
5/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Transfer,4
5/4/2021,185/70/14 CACHLAND,2,12400,0,66000,70100,24800,Transfer,4
5/4/2021,195/15C SUNFULL,1,17500,0,0,17500,17500,Cash,4
5/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Cash,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,820000,820000,Transfer,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,820000,820000,Transfer,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,820000,820000,Transfer,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,820000,820000,Transfer,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,0,0,820000,Transfer,4
6/4/2021,RE-4S BAJAJ TRICYCLE,1,780000,0,0,780000,780000,Transfer,4
6/4/2021,RE-4S BAJAJ TRICYCLE,1,780000,0,0,780000,780000,Transfer,4
6/4/2021,RE-4S BAJAJ TRICYCLE,1,780000,0,0,780000,780000,Cash,4
6/4/2021,TVS KING TVS TRICYCLE,1,820000,0,820000,0,820000,Credit Sales,4
6/4/2021,RE-250 BAJAJ TRICYCLE,1,790000,0,0,0,790000,Transfer,4
6/4/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Credit Sales,4
6/4/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,4
6/4/2021,BM-100 BOXER BAJAJ,1,270000,0,0,270000,270000,Others,4
7/4/2021,RE-4S BAJAJ TRICYCLE,1,780000,0,0,0,780000,Transfer,4
7/4/2021,BM-100 BOXER BAJAJ,1,273000,0,273000,0,273000,Cash,4
7/4/2021,155/12C SUNFULL,3,10000,0,0,0,30000,Cash,4
7/4/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Cash,4
8/4/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Cash,4
8/4/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Cash,4
8/4/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Cheque,4
8/4/2021,185/70/14 CACHLAND,2,12400,0,9000,115000,24800,Credit Sales,4
8/4/2021,185/70/14 CACHLAND,2,12400,0,0,0,24800,Cash,4
9/4/2021,TVS KING TVS TRICYCLE,1,823000,0,0,823000,823000,Credit Sales,4
9/4/2021,BM-100 BOXER BAJAJ,1,275000,0,0,275000,275000,Cash,4
9/4/2021,BM-100 BOXER BAJAJ,1,275000,0,274000,0,275000,Transfer,4
10/4/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Cash,4
10/4/2021,BM-100 BOXER BAJAJ,1,273500,0,0,1367500,273500,Cash,4
10/4/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Credit Sales,4
10/4/2021,110-19V JINCHENG LADIES,1,297000,0,0,0,297000,Credit Sales,4
12/4/2021,BM-100 BOXER BAJAJ,1,270000,0,0,270000,270000,Cash,4
12/4/2021,BM-100 BOXER BAJAJ,1,270000,0,270000,0,270000,Transfer,4
12/4/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,270000,270000,Cash,4
12/4/2021,195/15C SUNFULL,3,17500,0,0,0,52500,Cash,4
12/4/2021,185/70/14 BOTO,2,13200,0,65000,79900,26400,Cash,4
12/4/2021,185/70/14 BOTO,2,13200,0,0,0,26400,Transfer,4
12/4/2021,195/14C BOTO,2,16500,0,0,0,33000,Transfer,4
4/13/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Cash,4
4/13/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Credit Sales,4
4/13/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Transfer,4
4/13/2021,BM-100 BOXER BAJAJ,1,269000,0,0,0,269000,Transfer,4
4/13/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Cash,4
4/13/2021,185/70/14 BOTO,2,13200,0,0,0,26400,Cash,4
4/14/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Credit Sales,4
4/14/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Cash,4
4/14/2021,265/65/17 AUSTONE,2,32000,0,0,0,64000,Cash,4
4/14/2021,185/70/14 AUSTONE,2,13500,0,0,0,27000,Others,4
4/14/2021,205/65/15 AUSTONE,2,18000,0,0,0,36000,Others,4
4/14/2021,205/55/16 ROADX,2,14500,0,0,0,29000,Others,4
4/14/2021,215/60/16 ROADX,2,16500,0,0,0,33000,Others,4
4/14/2021,225/55/17 AUSTONE,2,18500,0,0,0,37000,Others,4
4/14/2021,225/50/17 AUSTONE,2,17500,0,0,0,35000,Others,4
4/14/2021,215/60/16 AUSTONE,2,17000,0,0,0,34000,Others,4
4/14/2021,195/14C SUNFULL,2,15500,0,0,0,31000,Others,4
4/14/2021,195/65/15 HIFLY,2,12800,0,0,2236000,25600,Others,4
4/15/2021,HLX PLUS TVS MOTORCYCLE,1,272000,0,272000,0,272000,Cash,4
4/15/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Cash,4
4/15/2021,205/65/15 AUSTONE,2,18000,0,0,0,36000,Others,4
4/15/2021,215/65/16 ROADX,2,17000,0,0,0,34000,Others,4
4/15/2021,225/50/17 AUSTONE,2,17500,0,0,0,35000,Others,4
4/15/2021,215/60/16 AUSTONE,2,17000,0,0,0,34000,Others,4
4/15/2021,185/70/14 AUSTONE,2,13500,0,0,0,27000,Others,4
4/15/2021,225/55/17 AUSTONE,2,18500,0,0,0,37000,Others,4
4/16/2021,TVS KING TVS TRICYCLE,1,825000,0,825000,0,825000,Cash,4
4/16/2021,110-19V JINCHENG LADIES,1,297000,0,297000,0,0,Credit Sales,4
4/16/2021,BM-100 BOXER BAJAJ,1,277000,0,0,277000,277000,Credit Sales,4
4/16/2021,195/65/15 HIFLY,2,12800,0,60000,93600,25600,Transfer,4
4/16/2021,205/60/16 ROADX,1,15500,0,0,15500,15500,Transfer,4
4/16/2021,195/60/15 BOTO,2,13300,0,0,0,26600,Transfer,4
4/16/2021,195/65/15 BOTO,2,13300,0,0,0,26600,Transfer,4
4/16/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Transfer,4
4/16/2021,185/70/14 AUSTONE,2,13500,0,0,0,27000,Transfer,4
4/16/2021,225/55/17 AUSTONE,2,18500,0,0,0,37000,Transfer,4
4/16/2021,235/70/16 AUSTONE,2,23500,0,0,0,47000,Transfer,4
4/16/2021,215/60/16 AUSTONE,2,17000,0,0,0,34000,Transfer,4
4/16/2021,195/14C SUNFULL,2,15500,0,0,0,31000,Transfer,4
4/17/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Credit Sales,4
4/17/2021,BM-100 BOXER BAJAJ,1,274000,0,0,0,274000,Cash,4
4/17/2021,BM-100 BOXER BAJAJ,1,269000,0,0,0,269000,Cash,4
4/17/2021,HLX PLUS TVS MOTORCYCLE,1,268000,0,0,0,268000,Cash,4
4/17/2021,195/15C SUNFULL,2,17500,0,0,0,35000,Credit Sales,4
4/17/2021,205/60/16 ROADX,2,15500,0,0,0,31000,Credit Sales,4
4/19/2021,110-19V JINCHENG LADIES,1,295000,0,0,0,295000,Credit Sales,4
4/19/2021,110-19V JINCHENG LADIES,1,295000,0,0,0,295000,Credit Sales,4
4/19/2021,195/14C SUNFULL,2,15500,0,155000,0,31000,Cash,4
4/19/2021,225/55/17 AUSTONE,2,18500,0,0,0,37000,Cash,4
4/19/2021,225/50/17 AUSTONE,2,17500,0,0,0,35000,Cash,4
4/19/2021,265/70/16 AUSTONE,2,31000,0,0,0,62000,Cash,4
4/19/2021,235/70/16 AUSTONE,2,23500,0,0,0,47000,Cash,4
4/19/2021,215/60/16 AUSTONE,2,17000,0,0,0,34000,Cash,4
4/20/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Credit Sales,4
4/20/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Credit Sales,4
4/20/2021,BM-100 BOXER BAJAJ,1,273500,0,0,820500,273500,Credit Sales,4
4/21/2021,BM-100 BOXER BAJAJ,1,270000,0,0,0,270000,Credit Sales,4
4/21/2021,BM-100 BOXER BAJAJ,1,273000,0,0,0,273000,Credit Sales,4
4/22/2021,BM-100 BOXER BAJAJ,1,274000,0,0,0,274000,Credit Sales,4
4/23/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Cash,4
4/23/2021,110-19V JINCHENG LADIES,1,297000,0,0,297000,297000,Cash,4
4/23/2021,195/14C BOTO,2,16500,0,0,0,33000,Cash,4
4/23/2021,185/70/14 ROADX,2,12300,0,0,0,24600,Cash,4
4/24/2021,BM-100 BOXER BAJAJ,1,272000,0,0,0,272000,Transfer,4
4/24/2021,195/65/15 BOTO,2,13300,0,0,0,26600,Credit Sales,4
4/24/2021,205/60/16 BOTO,2,15500,0,0,0,31000,Credit Sales,4
4/26/2021,BM-100 BOXER BAJAJ,1,277000,0,277000,0,277000,Cash,4
4/26/2021,BM-100 BOXER BAJAJ,1,278000,0,278000,0,278000,Cash,4
4/26/2021,BM-100 BOXER BAJAJ,1,276500,0,276500,0,276500,Cash,4
4/26/2021,BM-100 BOXER BAJAJ,1,277000,0,0,0,277000,Credit Sales,4
4/26/2021,235/70/16 AUSTONE,2,23000,0,46000,0,46000,Cash,4
4/26/2021,185/70/14 BOTO,2,13000,0,0,0,26000,Cash,4
4/26/2021,195/14C SUNFULL,2,15500,0,0,0,31000,Cash,4
4/26/2021,155/12C SUNFULL,2,10000,0,93800,35200,20000,Cash,4
4/26/2021,195/65/15 CACHLAND,2,13000,0,0,260000,26000,Transfer,4
4/26/2021,185/70/14 AUSTONE,2,13000,0,0,0,26000,Credit Sales,4
4/26/2021,215/55/17 AUSTONE,2,17000,0,0,0,34000,Credit Sales,4
4/26/2021,215/60/16 AUSTONE,2,16500,0,0,0,33000,Credit Sales,4
4/27/2021,110-19V JINCHENG LADIES,1,297000,0,0,0,297000,Cash,4
4/27/2021,110-19 JINCHENG LADIES,1,290000,0,0,0,290000,Credit Sales,4
4/27/2021,215/60/16 GALLANT,3,16500,0,0,0,49500,Cash,4
4/27/2021,185/70/14 BOTO,2,13000,0,0,0,26000,Cash,4
4/27/2021,195/65/15 CACHLAND,2,13000,0,0,0,26000,Cash,4
4/27/2021,215/60/16 CACHLAND,2,16500,0,0,0,33000,Cash,4
4/28/2021,BM-100 BOXER BAJAJ,1,280000,0,0,0,280000,Credit Sales,4
4/28/2021,HLX PLUS TVS MOTORCYCLE,1,282000,0,282000,282000,282000,Transfer,4
4/28/2021,245/45/18 BOTO,2,23000,0,0,0,46000,Transfer,4
4/28/2021,195/65/15 BOTO,2,13300,0,0,0,26600,Transfer,4
4/28/2021,195/65/15 CACHLAND,2,13000,0,0,0,26000,Transfer,4
4/28/2021,205/60/16 BOTO,2,15500,0,0,432000,31000,Transfer,4
4/28/2021,215/60/16 CACHLAND,2,16500,0,0,0,33000,Transfer,4
4/28/2021,185/70/14 BOTO,2,13000,0,0,0,26000,Transfer,4
4/28/2021,155/12C SUNFULL,2,10000,0,129000,34600,20000,Transfer,4
4/28/2021,195/15C AUSTONE,2,19000,0,0,0,38000,Transfer,4
4/28/2021,195/60/15 ROADX,2,12500,0,0,0,25000,Transfer,4
4/28/2021,205/60/16 AUSTONE,2,16000,0,0,0,32000,Transfer,4
4/29/2021,BM-100 BOXER BAJAJ,1,275000,0,275000,0,275000,Cash,4
4/29/2021,BM-100 BOXER BAJAJ,1,280000,0,0,0,280000,Credit Sales,4
4/29/2021,205/65/15 BOTO,2,17000,0,204000,204000,34000,Cash,4
4/29/2021,195/65/15 CACHLAND,2,13000,0,3000,49000,26000,Transfer,4
4/29/2021,205/65/15 CACHLAND,2,16500,0,98000,34000,33000,Transfer,4
4/29/2021,185/70/14 ROADX,2,12200,0,0,97600,24400,Transfer,4
4/30/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Others,4
4/30/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,4
4/30/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Transfer,4
4/30/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Others,4
1/5/2021,110-19V JINCHENG LADIES,1,300000,0,100000,201000,300000,Credit Sales,5
1/5/2021,BM-100 BOXER BAJAJ,1,278000,0,0,0,278000,Credit Sales,5
1/5/2021,205/60/16 BOTO,2,15500,0,0,0,31000,Cash,5
1/5/2021,245/45/18 BOTO,2,23000,0,0,0,46000,Cash,5
1/5/2021,215/60/16 GALLANT,2,16500,0,0,0,33000,Cash,5
1/5/2021,195/60/15 ROADX,2,12500,0,0,0,25000,Cash,5
1/5/2021,205/65/15 AUSTONE,2,17500,0,0,0,35000,Cash,5
1/5/2021,205/60/16 AUSTONE,2,16000,0,0,0,32000,Cash,5
1/5/2021,195/15C AUSTONE,2,19000,0,0,1817000,38000,Cash,5
1/5/2021,215/60/16 BOTO,3,17000,0,0,0,51000,Cash,5
1/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
1/5/2021,185/70/14 BOTO,2,13000,0,0,0,26000,Cash,5
3/5/2021,TVS KING TVS TRICYCLE,1,825000,0,825000,0,825000,Cash,5
3/5/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,269000,0,269000,Cash,5
3/5/2021,BM-100 BOXER BAJAJ,1,280000,0,80000,200000,280000,Credit Sales,5
3/5/2021,195/65/15 CACHLAND,2,13000,0,0,0,26000,Cash,5
3/5/2021,205/65/15 CACHLAND,2,16500,0,0,0,33000,Cash,5
3/5/2021,195/70/14 CACHLAND,2,13000,0,0,0,26000,Cash,5
3/5/2021,185/70/14 AUSTONE,1,13300,0,108800,54500,13300,Cash,5
3/5/2021,205/60/16 CACHLAND,2,15400,0,0,123200,30800,Cash,5
3/5/2021,195/14C SUNFULL,2,15500,0,0,0,31000,Cash,5
4/5/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Credit Sales,5
4/5/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,0,0,270000,Credit Sales,5
4/5/2021,185/70/14 BOTO,2,13000,0,26000,0,26000,Cash,5
4/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
4/5/2021,195/70/14 CACHLAND,2,13000,0,0,0,26000,Cash,5
4/5/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Cash,5
4/5/2021,195/65/15 BOTO,2,13300,0,160000,81200,26600,Cash,5
4/5/2021,185/70/14 AUSTONE,2,13300,0,0,0,26600,Cash,5
4/5/2021,195/70/14 CACHLAND,2,13000,0,105200,0,26000,Cash,5
4/5/2021,195/65/15 CACHLAND,2,13000,0,52000,0,26000,Cash,5
5/5/2021,BM-100 BOXER BAJAJ,1,276000,0,0,0,276000,Credit Sales,5
5/5/2021,195/65/15 BOTO,2,13300,0,0,0,26600,Cash,5
5/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
5/5/2021,155/12C ONYX,2,9500,0,0,0,19000,Cash,5
5/5/2021,195/14C SUNFULL,3,15500,0,23000,163700,46500,Cash,5
6/5/2021,TVS KING TVS TRICYCLE,1,825000,0,0,825000,825000,Cash,5
6/5/2021,HLX PLUS TVS MOTORCYCLE,1,268000,0,0,0,268000,Credit Sales,5
6/5/2021,195/14C SUNFULL,0,15500,0,0,0,0,Cash,5
6/5/2021,205/65/15 BOTO,0,17000,0,0,0,0,Cash,5
6/5/2021,185/70/14 BOTO,0,13000,0,0,0,0,Cash,5
6/5/2021,155/12C ONYX,0,9500,0,110000,57000,0,Cash,5
7/5/2021,BM-100 BOXER BAJAJ,1,276500,0,0,11060000,276500,Transfer,5
7/5/2021,BM-100 BOXER BAJAJ,1,279000,0,279000,0,279000,Cash,5
7/5/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Cash,5
7/5/2021,205/65/15 CACHLAND,2,16400,0,0,182800,32800,Cash,5
7/5/2021,215/60/16 CACHLAND,2,16500,0,0,0,33000,Transfer,5
7/5/2021,205/60/16 ROADX,1,15000,0,0,0,15000,Transfer,5
7/5/2021,185/70/14 AUSTONE,2,13000,0,0,0,26000,Transfer,5
7/5/2021,195/65/15 CACHLAND,1,13000,0,0,0,13000,Transfer,5
7/5/2021,195/70/14 CACHLAND,1,13000,0,74000,59000,13000,Transfer,5
7/5/2021,205/55/16 ROADX,2,14500,0,0,0,29000,Transfer,5
8/5/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Credit Sales,5
8/5/2021,BM-100 BOXER BAJAJ,1,276000,0,0,0,276000,Others,5
8/5/2021,HLX PLUS TVS MOTORCYCLE,1,270000,0,270000,0,270000,Cash,5
8/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
8/5/2021,215/60/16 BOTO,2,17000,0,0,0,34000,Others,5
8/5/2021,215/60/16 GALLANT,2,16500,0,0,0,33000,Others,5
8/5/2021,205/60/16 GALLANT,2,15000,0,0,0,30000,Others,5
10/5/2021,HLX PLUS TVS MOTORCYCLE,1,269000,0,0,0,269000,Credit Sales,5
10/5/2021,110-19V JINCHENG LADIES,1,297000,0,0,0,297000,Credit Sales,5
10/5/2021,215/60/16 CACHLAND,3,16400,0,0,0,49200,Credit Sales,5
10/5/2021,205/60/16 AUSTONE,0,17500,0,0,0,0,Credit Sales,5
11/5/2021,BM-100 BOXER BAJAJ,1,276000,0,0,0,276000,Credit Sales,5
11/5/2021,BM-100 BOXER BAJAJ,1,277000,0,277000,0,277000,Cash,5
11/5/2021,185/70/14 ROADX,2,12300,0,0,0,24600,Transfer,5
11/5/2021,185/70/14 CACHLAND,2,12300,0,0,0,24600,Transfer,5
11/5/2021,195/65/15 CACHLAND,2,13000,0,0,188000,26000,Transfer,5
11/5/2021,225/55-17 GALLANT,2,17500,0,0,0,35000,Credit Sales,5
11/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
11/5/2021,205/65/15 CACHLAND,2,16400,0,0,0,32800,Cash,5
11/5/2021,185/70/14 BOTO,2,13000,0,160800,0,26000,Cash,5
11/5/2021,205/65/15 BOTO,2,17000,0,0,0,34000,Cash,5
11/5/2021,185/70/14 CACHLAND,2,12300,0,0,0,24600,Cash,5
11/5/2021,195/65/15 CACHLAND,1,13000,0,102600,37000,13000,Cash,5
12/5/2021,BM-100 BOXER BAJAJ,1,276000,0,0,0,276000,Credit Sales,5
12/5/2021,BM-100 BOXER BAJAJ,1,279000,0,0,0,279000,Credit Sales,5
12/5/2021,185/70/14 AUSTONE,2,13000,0,0,104000,26000,Transfer,5
12/5/2021,185/70/14 AUSTONE,0,13000,0,0,0,0,Credit Sales,5
12/5/2021,215/60/16 HABILEAD,2,16500,0,0,0,33000,Cash,5
12/5/2021,185/70/14 ROADX,2,12000,0,0,0,24000,Others,5
12/5/2021,205/65/15 BOTO,2,17000,0,0,182000,34000,Others,5
12/5/2021,205/65/15 AUSTONE,2,17500,0,0,0,35000,Credit Sales,5
5/13/2021,BM-100 BOXER BAJAJ,1,278000,0,0,0,278000,Credit Sales,5
5/13/2021,185/70/14 BOTO,2,13000,0,0,0,26000,Others,5
5/13/2021,185/70/14 ROADX,2,12000,0,0,0,24000,Others,5
